id,date,text,images
3081,2020-03-15T14:29:57,"הודעה לציבור- חולה קורונה- חולה מספר 162>>>>>>>

חולה בשנות העשרה לחייו, ממרכז הארץ
מגע של חולה מאומת.

מצוי בבידוד ביתי.

<b>**</b>
אייל בסון
דובר משרד הבריאות",
3080,2020-03-15T14:29:22,"חולה 163- עדכון פרטי טיסה
<a href=""https://t.me/MOHreport/3047"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport/3047</a>",
3079,2020-03-15T14:26:20,"חולה 155- עדכון מקומות וזמני שהייה
<a href=""https://t.me/MOHreport/3036"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport/3036</a>",
3078,2020-03-15T12:58:14,,
3077,2020-03-15T12:57:26,יוזמה של ועד הבית. שלט לתליה. קיימים שלטים בכל השפות באתר משרד הבריאות- למי שרוצה להדפיס ולתלות.,
3076,2020-03-15T12:56:01,,https://cdn4.telesco.pe/file/rN-oLc5zjt15cbcengy3Cbs4VmVWL4HsCpAI7hqFt_SO5lvqrKzep3xUmMfRhkBJQBOTSAOibpIlitN6hj_yEXBBDM_5skWwkoxgcpyc9XR4X9enE7x6TVd_AVZ_9PTrzoFoTTMlS7htG6mi-dEUdK6Q45ddBLY-fmTp7oHKBS3fk36s2feVhhbCuKbn1EY1nH6rVQQKsC-82BlfimykNIozAZ2migNd4A7ji09Mnr9yPj0H7EWR4ebwbWC6DclvosIMnXYvf8nbdVJ1NoQXc4gGZ392aP0z8Lsvkwxlpl-KKnHVhwmtT7LQP-aOabnf5nHD6Jj78Z3BNT62HyyM-w.jpg
3075,2020-03-15T12:47:02,"הנהלת המרכז הרפואי וולפסון מודיעה;

*חל איסור להגיע לביקורים במתחם המרכז הרפואי עד להנחיה חדשה*

מטופלים הזקוקים לליווי, זכאים לליווי של אדם אחד, למשך פרק הזמן המינימלי. 

לא תתאפשר תחלופת מלווים, קרי המלווה שייבחר והוא בלבד יהיה רשאי להישאר משך כל תקופת האשפוז.

הנחיות אלה נועדו לשמור עליכם, ציבור מטופלינו, וכמובן על צוות העובדים המקצועיים שלנו, הפועלים במסירות בתוך עומסי צו השעה.

מאחלים לכם בריאות טובה
הנהלת ביה""ח וולפסון",
3074,2020-03-15T11:32:16,"ראיון נרחב ומומלץ להאזנה עם מנכ״ל משרד הבריאות משה בר סימן הבוקר ברשת ב׳ עם קרן נוייבך>>>


<a href=""https://soundcloud.com/kan-bet/xeveryhrfscl"" target=""_blank"" rel=""noopener"">https://soundcloud.com/kan-bet/xeveryhrfscl</a>",
3073,2020-03-15T11:07:55,"בהתאם להנחיית משרד הבריאות, המרכז הרפואי כרמל ערוך ומוכן לקליטת חולי קורונה בחדרים ייעודיים, בתנאי בידוד, כנדרש, והוא פותח החל מהיום מחלקה מיוחדת לאשפוז חולי קורונה, כחלק מהיערכות כוללת של כל בתי החולים בישראל.
המחלקה ממוקמת בבניין נפרד מבנין ביה""ח המרכזי,  היא מבודדת לחלוטין מהעוברים ושבים ומהמטופלים השונים, ויפעל בה צוות רפואי וסיעודי ייעודי ומקצועי, שתורגל במצבים כגון אלו.

מנהל המרכז הרפואי כרמל, ד""ר אבי גולדברג אומר כי ""מרכז הרפואי כרמל ערוך ומוכן לכל תרחיש, ככל שיידרש, על מנת לתת את המענה הרפואי הטוב ביותר למטופלים, תוך שמירה על בטיחות הצוות המטפל"".

אלי דדון - דובר מרכז רפואי כרמל.",
3072,2020-03-15T11:04:52,"הודעת הנהלת בי""ח לניאדו


*חל איסור מוחלט להגיע לביקורים במתחם בית החולים עד להודעה חדשה*

מטופלים הזקוקים לליווי זכאים לליווי של אדם אחד  בלבד למשך הזמן הקצר המינימלי. 
לא תתאפשר תחלופת מלווים - המלווה למטופל יהיה אדם יחיד לאורך כל תקופת האשפוז


בשורות טובות
עשהאל שחף
דובר לניאדו",
3071,2020-03-15T10:59:43,"הודעה לציבור- חולה קורונה- חולה מספר 161>>>>>>>
יום א' , 15.3, 10:30

חולה בשנות השבעים לחייו ממרכז הארץ,
חזר מאיטליה בתאריך 29.2.20, חלפו 14 ימים מיום חזרתו.

מחזרתו ארצה היה בבידוד ביתי.

<b>**</b>
אייל בסון
דובר משרד הבריאות",
3070,2020-03-15T10:59:03,"הודעה ציבור- חולה קורונה- חולה מספר 159 >>>>>>>
יום א', 15.3, 10:30

חולה בשנות השלושים לחייו, ממרכז הארץ
חזר ארצה מאוסטריה בתאריך 7.3.

הלוך:
29.2: טיסה מתל אביב לוינה, שעת המראה 06:15, שעת נחיתה 09:10. מס' טיסה OS860.
טיסת המשך מוינה לאינסבורק, שעת המראה 10:05 שעת נחיתה 11:05. מס' טיסה OS911.
חזור:
7.3: טיסה מאינסברוק לוינה, שעת המראה 11:20 שעת נחיתה 12:20 מס' טיסה OS904.
טיסת המשך מוינה לתל אביב, שעת המראה 13:05 שעת נחיתה 17:35 מס' טיסה OS861.

7.3 : בשעה 18:30 לערך נסע מטרמינל 3 בנתב""ג בשירותי ההסעה של נתב""ג לחניון לטווח הארוך.

מאז בבידוד ביתי.

כל מי שהיה בטיסות ובהסעה הנ״ל בימים ובשעות שצויינו מתבקש להיכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>**</b>
אייל בסון
דובר משרד הבריאות",
3069,2020-03-15T10:58:12,"הודעה לציבור- חולה קורונה - חולים מספר 156 ו-160 >>>>>>
יום א', 15.3, 10:30

זוג בשנות ה-60 לחייהם מצפון הארץ.
חזרו מקהיר ב25.5 בטיסה של Air Sinai שנחתה בשעה 10.30. מגעים של חולה מאומת.

1.3 : קופת חולים לאומית במגדל העמק בשעה 09:00.
5.3 : קופת חולים לאומית במגדל העמק בשעה 16:00.

כל מי שהיה במקומות הנ״ל בימים ובשעות שצויינו מתבקש להיכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>**</b>
אייל בסון
דובר משרד הבריאות",
3068,2020-03-15T10:57:29,"הודעה לציבור - חולה קורונה- חולה מספר 152>>>>>>>>>>>>
יום א', 15.3, 10:30

חולה בשנות החמישים לחייה ממחוז חיפה. 

27.2: סטופמרקט בע""מ, סניף קסטרא דרך משה פלימן 8 חיפה בשעות 17:00-19:00
1.3: מתחם ארנה בהרצליה בתערוכה של ואן גוך בשעות 10:00-11:00 , ואח""כ שהייה במתחם עד 14:00.
2.3: קלפי בחירות במגדים בשעות 9:30-10:30 
2.3: מסעדת יונס ליד צומת גולני מתחם סונול כביש 77 בשעות 18:00-20:00
6.3: סטופמרקט בע""מ, סניף קסטרא דרך משה פלימן 8 חיפה בשעות 13:30-15:30 
9.3: שגרירות צרפת תל-אביב בשעות 9:30-10:30 
9.3: מסעדה סינית הונג קונג דים סאם ברחוב בן יהודה 9 בשעות 13:30-14:30 ובגלדריה Anita רחוב שבזי 23 פינת פינס 40 תל אביב בשעות 14:30-15:00.

כל מי שהיה במקומות הנ״ל בימים ובשעות שצויינו מתבקש להיכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>**</b>
אייל בסון
דובר משרד הבריאות",
3067,2020-03-15T10:56:51,"‏הודעה לציבור- חולה קורונה- חולה מספר 131>>>>>>>>
יום א', 15.3, 10:30

אישה בשנות הארבעים לחייה מירושלים. מגע של חולה מספר 45. מטפלת בדיור מוגן ""מגדל נופים "" ברחוב הנריאטה סאלד 2 ירושלים.

המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני.

12.3 : נסיעה במונית מבית החולים הדסה עין כרם בשעה 23:35 ל""מגדל נופים"".

כל מי ששהה במקומות ובקווי התחבורה שצויינו בימים ובשעות שצויינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3066,2020-03-15T10:56:18,"הודעה לציבור- חולה קורונה- חולה מספר 130>>>>>>>>
יום א', 15.3, 10:30

החולה היא אישה בשנות העשרים לחייה מירושלים ששבה מצרפת. מגע של חולה מספר 77.

המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני.

27.2: טיסה מתל אביב לפריז צרפת שמספרה LY319 של חברת אל על בשעה 05:50
1.3: טיסה מפריז לתל אביב שמספרה LY326 של חברת אל על בשעה 22:30 ונחתה ב 2.3 בשעה 03:50.
2.3: קלפי בבית הספר ""זלמן ארן"" ברחוב דרך חברון 136 ירושלים בשעות 21:00-21:15.
5.3: ""מרכז רפואי עמק רפאים"" רחוב עמק רפאים 43 ירושלים בשעות 08:10-08:25
5.3: סופר ""יוחננוף"" סניף תלפיות רחוב האומן 10 ירושלים בשעות 09:00-10:30

כל מי ששהה בטיסות ובמקומות שצויינו בימים ובשעות שצויינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3065,2020-03-15T10:55:48,"הודעה לציבור - חולה קורונה- חולה מספר 129>>>>>>>>>
יום א' , 15.3, 10:30

החולה היא אישה בשנות השלושים לחייה מירושלים. מגע של חולה מאומת.

המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני.

2.3: 11:40 אוטובוס מספר 480 מירושלים למסוף ארלוזורוב בתל אביב.
2.3: 18:00: רכבת ישראל מתחנת השלום לירושלים.
3.3: ספרית מדעי הטבע באוניברסיטה העברית בגבעת רם בבניין שפרינצק בשעות 17:00-18:30.
4.3: 06:30- 06:00 תפילה בבית בכנסת שבתוך מנהרות הכותל בירושלים.
4.3: 08:00-08:45 סניף ארומה ממילא בירושלים
6.3: 09:00-10:30 סניף רולדין ובסופר שבקניון בית החולים הדסה עין כרם.
7.3: בית הכנסת ""אוהל רבקה"" ברחוב חרל""פ 15 ירושלים בשעות 09:30-10:30

כל מי ששהה במקומות ובקווי התחבורה שצויינו בימים ובשעות שצויינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3064,2020-03-15T10:54:59,"הודעה לציבור- חולה קורונה- חולה מספר 128>>>>>>>>
יום א', 15.3, 10:30

אישה בשנות החמישים לחייה. מגע של חולה מספר 45.

המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני.

4.3-10.3 : דיור מוגן ""מגדל נופים"" רחוב הנריטה סאלד 2 ירושלים.
8.3: מחלקה סיעודית במוסד ""נופי ירושלים"" רחוב שחראי 24 ירושלים בשעות 07:00-15:00

כל מי ששהה במקומות שצויינו בימים ובשעות שצויינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3063,2020-03-15T08:25:34,"*רשות האוכלוסין וההגירה*

בהמשך להוראות משרד הבריאות, ולאחר שנערכה הערכת מצב בהנהלת רשות האוכלוסין וההגירה, אנו מבקשים ליידע את ציבור המעסיקים כי לשכות מינהל עובדים זרים תפעלנה במתכונת של שירותים מצומצמים וחיוניים. 

מעסיקי זרים הנזקקים לשירותים *דחופים בלבד* יוכלו לפנות אלינו באתר, בטלפון או לשלוח *פנייה מקוונת*. 

הנחיות לציבור המעסיקים תתעדכנה באופן רציף באתר הרשות. 

שימו לב, הגשת בקשה להעסקת מומחים תיעשה *באמצעות האתר* בלבד. היחידה סגורה לקבלת קהל בימים אלה. 

למידע נוסף ולעדכונים שוטפים בנושא הקורונה:
<a href=""https://www.gov.il/he/departments/news/korona_info_news"" target=""_blank"" rel=""noopener"">https://www.gov.il/he/departments/news/korona_info_news</a>

יום ראשון, 15.3.2020, 8:00. 

סבין חדד
דוברת רשות האוכלוסין וההגירה.",
3062,2020-03-15T08:10:21,,https://cdn4.telesco.pe/file/qEUqMIHFFPkpEahKCbk6Q-ZJ21eaeY-IzgJ3R-UaNz2F7uv2PoRIm38BxPxOlzYUcO5RhEs9nvXY7_lIjryKC6_XqZHfCsj6SOtI4kgFbfc2637vStx6c9fvBddmHjWiOqLGP1YZDITVs7-FjKu9SiGuWHC-rA539RuCH1OX5UU-hnsSlUkDSSFTRKPM8w2Ma9P1MKpfIHgEZxj--sH2j-ZfGNmMvwLSY8EMXE-XM2eBGTR-GR_52WKanEmOfK3gx5cuQO8Hhz_mJvgOnsp_qdj4FeiA1Qc1Ck1RyLEFw7CQV-6Ypq9TwBp3Lh2UEHTbPPLfkPGfu2xb1FVCGddQkw.jpg
3061,2020-03-15T01:18:32,"*להלן הוראות משרד הבריאות:*
 15.3.20 
*מוסדות חינוך:*
• כל מוסדות החינוך יפסיקו לפעול, ללא קשר למספר הילדים במסגרת. בכלל זה ייסגרו גם מסגרות החינוך המיוחד, הפנימיות, מעונות היום, המשפחתונים, מחנות הנוער, הקייטנות והצהרונים.
 
*כמו כן ייסגרו:*
• קניונים (למעט מרכולים ובתי מרקחת, מקומות שמוכרים מזון שלא לצריכה במקום)

• דיסקוטקים, ברים, פאבים ובתי אוכל ובכלל זה בתי אוכל בבתי מלון (למעט הפעלת בתי אוכל שיספקו מזון שלא לצריכה במקום)

• אולמות אירועים
• חדרי כושר ובריכות שחיה, פארקי מים, גן חיות, ספארי, פינות חי

• מקוואות (גברים), בית מרחץ

• בתי קולנוע, תיאטרון ומוסדות תרבות אחרים

• מתקני שעשועים ולונה פארק

• עסקים לטיפול לא רפואי בגוף האדם

• מקומות לעריכת מופעים וירידים
•כלי שיט ציבורי
•רכבל
• אתרי מורשת
 
• תפילה וטקסים דתיים ייערכו בקבוצות של עד 10 אנשים כל אחת, תוך שמירת מרחק של 2 מטרים בן אדם לאדם ולא יותר מ-2 קבוצות בו זמנית.
 
• חל איסור ביקורים במסגרות רווחה, סיעוד או בריאות, המשמשים כבתים לחיים עבור תושביהם למעט מלווה אחד לכל היותר, רצוי מלווה קבוע.
 
 
*מקומות עבודה:*
• מקומות עבודה ייערכו להמשך העברת עבודה מהבית ללא התקהלויות כלל. לעת הזאת הם יוכלו להמשיך לעבוד כל עוד הם מקפידים על קיום מרחק של שני מטרים לפחות בין העובדים בכל המקומות והמתארים בהם העובדים נמצאים.

• יש להימנע מנסיעה של יותר מ-2 ברכב
• איסור מוחלט על הגעת חולים למקום העבודה
• חל איסור כל התכנסויות מעל 10 אנשים
 
• משרד הבריאות ממליץ להימנע ככל הניתן משימוש בתחבורה ציבורית


****
אייל בסון
דובר מ.הבריאות",
3060,2020-03-15T00:34:17,"הודעה לציבור- חולה קורונה- חולה מספר 187 >>>>>>>>>>
יום שבת, 14.3, 23:30

אישה בשנות השישים לחייה מקרית ארבע, השתתפה בכנס בינלאומי בבית ג'אלה.

המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני.

28.2: 08:00-10:00 בית הספר ממלכתי ""גוונים"" בקרית ארבע . 28.2: 10:00-10:15 – סופרמרקט ""דקל"" קריית ארבע
1.3: 08:00-13:30 בית הספר ""דביר"" בישוב עתניאל
2.3: 15:30 קלפי בקרוואנים של בית הספר ממ""ד בנות קריית ארבע.
2.3: 16:00-17:00השתתפה בברית מילה במערת המכפלה, חברון.
3.3: 9:00-18:00 כנס בינלאומי בבית ג'אלה
5.3: 08:00-15:00 בית הספר ""גוונים"" בקריית ארבע.
6.3: 08:00-09:30 בית הספר ""גוונים"" בקריית ארבע . 
6.3: 09:45-10:15 סופרמרקט ""דקל"" בקריית ארבע.
8.3: 08:00-13:30 בית הספר ""דביר"" בישוב עתניאל. 
8.3: 17:35 -נסעה באוטובוס 381 מקריית ארבע בתחנה ליד בניין 27 וירדה בצומת גוש עציון ומשם בטרמפ עד לגן ""עשור"" באפרת. 
8.3: 18:00-20:30 בת מצווה באולם בית הכנסת המרכזי (בית הארון), רחוב הגפן, אפרת.
8.3: 21:05 -אוטובוס מספר 381 מצומת גוש עציון לתחנת ממ""ד בנים ברחוב נחל אשכול בקריית ארבע.
9.3: 16:05 - קו 381 מקריית ארבע לצומת גוש עציון. עלתה על אוטובוס מספר 364 בשעה 16:30 בצומת גוש עציון ונסעה עד לבנייני האומה בירושלים.
9.3: 17:00 -עלתה על הרכבת הקלה בתחנה המרכזית בירושלים וירדה בתחנת יפו מרכז. 
9.3: 17:20-17:35בנק מסד רחוב שמאי 16 ירושלים .
9.3: 17:45 -עלתה על הרכבת הקלה בתחנת יפו מרכז וירדה בתחנה המרכזית בירושלים. 
9.3: 18:00 -עלתה על קו מספר 6 בתחנה המרכזית בירושלים, ירדה בקניון מלחה. 
9.3: 18:30-20:30 קניון מלחה בירושלים- אזור המזון מהיר ובסופר.
9.3: 20:30 עלתה על קו 382 בתחנת קניון מלחה , וירדה בתחנת ממ""ד בנים ברחוב נחל אשכול בקריית ארבע.
10.3: 16:00 - קו 381 מתחנת ממ""ד בנים ברחוב נחל אשכול בקריית ארבע לקניון מלחה בירושלים. 
בשעות 17:30-20:30 בקרה בקניון מלחה. 10.3: 20:30 עלתה בתחנת קניון מלחה שבירושלים על קו מספר 382 לקריית ארבע.
11.3: 08:45 - עלתה על קו 380 בקריית ארבע לצומת גוש עציון. 
11.3: 09:40-10:00 ""ניו פארם"" בקניון שבצומת גוש עציון.

כל מי ששהה במקומות שצויינו בימים ובשעות שצויינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3059,2020-03-15T00:33:33,"הודעה לציבור- חולה קורונה- חולה מספר 192 >>>>>>>
יום שבת, 14.3, 23:30

החולה בת 30 ממחוז הצפון, חזרה מבנסקו בולגריה.

הלוך: 
4.3: טיסת ארקיע מתל אביב לפלובדיב בולגריה, שעת המראה 9:30, שעת נחיתה 12:00, מספר טיסה IZ293
אוטובוס מאורגן של חברת ארקיע מפלובדיב לבנסקו.

4.3-9.3: לינה במלון ""ליון"" בנסקו.

חזור:
9.3: 6:45- אוטובוס מאורגן של חברת ארקיע מבנסקו לפלובדיב.
9.3: טיסת ארקיע מפלובדיב לתל אביב, שעת המראה 12:30 (הוקדמה מ-13:10), שעת נחיתה 15:00, מספר טיסה IZ294 .

9.3: 16:05- רכבת מתחנת נתב""ג לתחנת עכו.

כל מי שהיה בטיסות, במלון, או בקו הרכבת הנ""ל בזמנים שצויינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3058,2020-03-15T00:32:53,"הודעה לציבור- חולה קורונה- חולה מספר 185 >>>>>>
יום שבת, 14.3, 23:30

גבר בשנות החמישים לחייו ממרכז הארץ, חזר מלונדון.

הלוך: 
4.3 : טיסת אל על מספר LY315, המראה מנתב""ג ב- 09:05, נחיתה ב-12:35.
חזור: 
8.3 : המראה מלונדון בטיסת אל על מספר LY318, המראה ב- 22:30, נחיתה בנתב""ג ב-05:15 (9.3).
10.3 : 13:30-14:30 ""ארקפה"" ברחוב מנחם בגין בגין 11, רמת גן.

מגעים אחרים שהיו איתו במגע קיבלו הודעה באופן אישי. 

כל מי שהיה בטיסות או במקום שצוינו לעיל בימים ובשעות שצויינו מתבקש להיכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3057,2020-03-15T00:32:10,"הודעה לציבור- חולה קורונה - חולה מספר 184 >>>>>>>>
יום שבת, 14.3, 23:30 

גבר בשנות החמישים לחייו ממרכז הארץ, חזר מביקור בבולגריה.

חזור: 
6.3 : המראה מסופיה בטיסת אל על מספר LY552, המראה ב- 11:50, נחיתה בנתב""ג ב-13:45.
10.3 : בשעות 11:30-13:00 ""מחסני חשמל"" ברחוב יגאל אלון 127, תל אביב.
11.3 : בשעות 17:00-18:00 סינמטק תל אביב, אולם 4, שורות 4-8, מושבים 1-12.

מגעים אחרים שהיו איתו במגע קיבלו הודעה באופן אישי. 

כל מי שהיה בטיסה או במקומות שצוינו לעיל בימים ובשעות שצויינו מתבקש להיכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות: 
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
או במוקד משרד הבריאות בטלפון *5400
או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

למידע רישמי, מאומת ומתעדכן:
*אתר משרד הבריאות:
<a href=""http://bit.ly/MOH-Corona"" target=""_blank"" rel=""noopener"">http://bit.ly/MOH-Corona</a> 
*טלגרם:
<a href=""https://t.me/MOHreport"" target=""_blank"" rel=""noopener"">https://t.me/MOHreport</a>
*יישומון (אפליקציה) CoronApp

<b>*</b>
אייל בסון
דובר משרד הבריאות",
